running job: 3
/home-mscluster/erex/anaconda3/envs/swav/lib/python3.9/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: libtorch_cuda_cu.so: cannot open shared object file: No such file or directory
  warn(f"Failed to load image Python extension: {e}")
INFO - 02/18/23 03:15:36 - 0:00:00 - ============ Initialized logger ============
INFO - 02/18/23 03:15:36 - 0:00:00 - arch: resnet50
                                     batch_size: 32
                                     data_path: /home-mscluster/erex/research_project/datasets/Covidx-CT
                                     decay_epochs: [60, 80]
                                     dist_url: env://
                                     dump_checkpoints: /home-mscluster/erex/research_project/models/swav/experiments/training/saving_dir3/checkpoints
                                     dump_path: /home-mscluster/erex/research_project/models/swav/experiments/training/saving_dir3
                                     epochs: 100
                                     final_lr: 0
                                     gamma: 0.1
                                     global_pooling: True
                                     gpu_to_work_on: 0
                                     is_slurm_job: True
                                     local_rank: 0
                                     lr: 0.3
                                     nesterov: False
                                     num_labels: 2
                                     pretrained: /home-mscluster/erex/research_project/models/swav/experiments/pre-training/saving_dir3/checkpoint.pth.tar
                                     rank: 0
                                     scheduler_type: cosine
                                     seed: 31
                                     use_bn: False
                                     wd: 1e-06
                                     workers: 10
                                     world_size: 1
INFO - 02/18/23 03:15:36 - 0:00:00 - The experiment will be stored in /home-mscluster/erex/research_project/models/swav/experiments/training/saving_dir3
                                     

INFO - 02/18/23 03:18:43 - 0:03:06 - Building data done
INFO - 02/18/23 03:19:16 - 0:03:40 - Load pretrained model with msg: _IncompatibleKeys(missing_keys=[], unexpected_keys=['projection_head.0.weight', 'projection_head.0.bias', 'projection_head.1.weight', 'projection_head.1.bias', 'projection_head.1.running_mean', 'projection_head.1.running_var', 'projection_head.1.num_batches_tracked', 'projection_head.3.weight', 'projection_head.3.bias', 'prototypes.weight'])
INFO - 02/18/23 03:19:16 - 0:03:40 - ============ Starting epoch 0 ... ============
[W reducer.cpp:1251] Warning: find_unused_parameters=True was specified in DDP constructor, but did not find any unused parameters in the forward pass. This flag results in an extra traversal of the autograd graph every iteration,  which can adversely affect performance. If your model indeed never has any unused parameters in the forward pass, consider turning this flag off. Note that this warning may be a false positive if your model has flow control causing later iterations to have unused parameters. (function operator())
INFO - 02/18/23 03:19:49 - 0:04:13 - Epoch[0] - Iter: [0/11173]	Time 33.155 (33.155)	Data 2.332 (2.332)	Loss 0.6042 (0.6042)	Prec 87.500 (87.500)	LR 0.3
INFO - 02/18/23 03:36:52 - 0:21:15 - Epoch[0] - Iter: [5350/11173]	Time 0.184 (0.197)	Data 0.159 (0.167)	Loss 3.2818 (2.7151)	Prec 65.625 (82.682)	LR 0.3
INFO - 02/18/23 03:37:02 - 0:21:26 - Epoch[0] - Iter: [5400/11173]	Time 0.499 (0.197)	Data 0.474 (0.167)	Loss 0.4098 (2.7043)	Prec 96.875 (82.712)	LR 0.3
INFO - 02/18/23 03:37:12 - 0:21:36 - Epoch[0] - Iter: [5450/11173]	Time 1.208 (0.197)	Data 1.184 (0.167)	Loss 3.7372 (2.7083)	Prec 78.125 (82.706)	LR 0.3
INFO - 02/18/23 03:37:22 - 0:21:45 - Epoch[0] - Iter: [5500/11173]	Time 0.781 (0.197)	Data 0.757 (0.167)	Loss 8.1356 (2.7279)	Prec 78.125 (82.675)	LR 0.3
INFO - 02/18/23 03:37:31 - 0:21:55 - Epoch[0] - Iter: [5550/11173]	Time 0.344 (0.197)	Data 0.319 (0.167)	Loss 0.5909 (2.7286)	Prec 90.625 (82.686)	LR 0.3
INFO - 02/18/23 03:37:41 - 0:22:05 - Epoch[0] - Iter: [5600/11173]	Time 0.099 (0.197)	Data 0.075 (0.167)	Loss 2.1829 (2.7237)	Prec 81.250 (82.685)	LR 0.3
INFO - 02/18/23 03:37:51 - 0:22:14 - Epoch[0] - Iter: [5650/11173]	Time 0.025 (0.197)	Data 0.000 (0.167)	Loss 0.7947 (2.7252)	Prec 90.625 (82.690)	LR 0.3
INFO - 02/18/23 03:38:00 - 0:22:24 - Epoch[0] - Iter: [5700/11173]	Time 0.469 (0.197)	Data 0.445 (0.167)	Loss 4.1333 (2.7337)	Prec 87.500 (82.682)	LR 0.3
INFO - 02/18/23 03:38:10 - 0:22:34 - Epoch[0] - Iter: [5750/11173]	Time 0.886 (0.197)	Data 0.861 (0.167)	Loss 1.4619 (2.7303)	Prec 78.125 (82.708)	LR 0.3
INFO - 02/18/23 03:38:20 - 0:22:44 - Epoch[0] - Iter: [5800/11173]	Time 1.633 (0.197)	Data 1.609 (0.167)	Loss 1.2450 (2.7265)	Prec 78.125 (82.729)	LR 0.3
INFO - 02/18/23 03:38:31 - 0:22:54 - Epoch[0] - Iter: [5850/11173]	Time 1.602 (0.197)	Data 1.578 (0.167)	Loss 3.0631 (2.7287)	Prec 84.375 (82.731)	LR 0.3
INFO - 02/18/23 03:38:41 - 0:23:04 - Epoch[0] - Iter: [5900/11173]	Time 1.860 (0.197)	Data 1.834 (0.168)	Loss 2.5346 (2.7347)	Prec 84.375 (82.726)	LR 0.3
INFO - 02/18/23 03:38:50 - 0:23:14 - Epoch[0] - Iter: [5950/11173]	Time 1.547 (0.197)	Data 1.523 (0.167)	Loss 0.6085 (2.7377)	Prec 87.500 (82.716)	LR 0.3
INFO - 02/18/23 03:39:00 - 0:23:24 - Epoch[0] - Iter: [6000/11173]	Time 2.003 (0.197)	Data 1.978 (0.168)	Loss 0.4285 (2.7343)	Prec 93.750 (82.734)	LR 0.3
INFO - 02/18/23 03:39:09 - 0:23:33 - Epoch[0] - Iter: [6050/11173]	Time 1.443 (0.197)	Data 1.419 (0.167)	Loss 3.0548 (2.7318)	Prec 68.750 (82.744)	LR 0.3
INFO - 02/18/23 03:39:18 - 0:23:42 - Epoch[0] - Iter: [6100/11173]	Time 1.723 (0.197)	Data 1.698 (0.167)	Loss 2.8397 (2.7332)	Prec 78.125 (82.746)	LR 0.3
INFO - 02/18/23 03:39:27 - 0:23:51 - Epoch[0] - Iter: [6150/11173]	Time 1.135 (0.197)	Data 1.111 (0.167)	Loss 1.6525 (2.7310)	Prec 71.875 (82.748)	LR 0.3
INFO - 02/18/23 03:39:37 - 0:24:00 - Epoch[0] - Iter: [6200/11173]	Time 0.817 (0.197)	Data 0.793 (0.167)	Loss 1.9588 (2.7345)	Prec 81.250 (82.748)	LR 0.3
INFO - 02/18/23 03:39:47 - 0:24:11 - Epoch[0] - Iter: [6250/11173]	Time 1.624 (0.197)	Data 1.599 (0.167)	Loss 4.6599 (2.7331)	Prec 65.625 (82.755)	LR 0.3
INFO - 02/18/23 03:39:57 - 0:24:21 - Epoch[0] - Iter: [6300/11173]	Time 1.805 (0.197)	Data 1.781 (0.167)	Loss 8.4006 (2.7435)	Prec 50.000 (82.749)	LR 0.3
INFO - 02/18/23 03:40:07 - 0:24:31 - Epoch[0] - Iter: [6350/11173]	Time 1.857 (0.197)	Data 1.833 (0.168)	Loss 0.4085 (2.7427)	Prec 90.625 (82.763)	LR 0.3
INFO - 02/18/23 03:40:18 - 0:24:41 - Epoch[0] - Iter: [6400/11173]	Time 1.933 (0.197)	Data 1.908 (0.168)	Loss 0.4749 (2.7358)	Prec 93.750 (82.785)	LR 0.3
INFO - 02/18/23 03:40:27 - 0:24:50 - Epoch[0] - Iter: [6450/11173]	Time 1.410 (0.197)	Data 1.386 (0.168)	Loss 0.3644 (2.7286)	Prec 96.875 (82.805)	LR 0.3
INFO - 02/18/23 03:40:35 - 0:24:59 - Epoch[0] - Iter: [6500/11173]	Time 1.768 (0.197)	Data 1.743 (0.167)	Loss 4.8664 (2.7256)	Prec 50.000 (82.804)	LR 0.3
INFO - 02/18/23 03:40:45 - 0:25:08 - Epoch[0] - Iter: [6550/11173]	Time 1.573 (0.197)	Data 1.548 (0.167)	Loss 1.5173 (2.7242)	Prec 84.375 (82.799)	LR 0.3
INFO - 02/18/23 03:40:54 - 0:25:18 - Epoch[0] - Iter: [6600/11173]	Time 0.858 (0.197)	Data 0.834 (0.167)	Loss 3.0884 (2.7200)	Prec 84.375 (82.815)	LR 0.3
INFO - 02/18/23 03:41:03 - 0:25:27 - Epoch[0] - Iter: [6650/11173]	Time 0.370 (0.197)	Data 0.345 (0.167)	Loss 5.8333 (2.7181)	Prec 56.250 (82.818)	LR 0.3
INFO - 02/18/23 03:41:13 - 0:25:36 - Epoch[0] - Iter: [6700/11173]	Time 0.024 (0.197)	Data 0.000 (0.167)	Loss 1.6684 (2.7219)	Prec 84.375 (82.822)	LR 0.3
INFO - 02/18/23 03:41:22 - 0:25:46 - Epoch[0] - Iter: [6750/11173]	Time 0.024 (0.196)	Data 0.000 (0.167)	Loss 0.7046 (2.7250)	Prec 90.625 (82.830)	LR 0.3
INFO - 02/18/23 03:41:32 - 0:25:55 - Epoch[0] - Iter: [6800/11173]	Time 0.024 (0.196)	Data 0.000 (0.167)	Loss 2.4392 (2.7279)	Prec 84.375 (82.834)	LR 0.3
INFO - 02/18/23 03:41:41 - 0:26:05 - Epoch[0] - Iter: [6850/11173]	Time 0.025 (0.196)	Data 0.000 (0.167)	Loss 2.2391 (2.7230)	Prec 87.500 (82.857)	LR 0.3
INFO - 02/18/23 03:41:50 - 0:26:14 - Epoch[0] - Iter: [6900/11173]	Time 0.024 (0.196)	Data 0.000 (0.167)	Loss 0.7732 (2.7223)	Prec 87.500 (82.854)	LR 0.3
INFO - 02/18/23 03:42:00 - 0:26:23 - Epoch[0] - Iter: [6950/11173]	Time 0.024 (0.196)	Data 0.000 (0.167)	Loss 10.8224 (2.7295)	Prec 81.250 (82.842)	LR 0.3
INFO - 02/18/23 03:42:09 - 0:26:33 - Epoch[0] - Iter: [7000/11173]	Time 0.025 (0.196)	Data 0.000 (0.167)	Loss 1.2123 (2.7303)	Prec 90.625 (82.848)	LR 0.3
INFO - 02/18/23 03:42:19 - 0:26:43 - Epoch[0] - Iter: [7050/11173]	Time 0.025 (0.196)	Data 0.000 (0.167)	Loss 1.1148 (2.7254)	Prec 90.625 (82.867)	LR 0.3
INFO - 02/18/23 03:42:29 - 0:26:53 - Epoch[0] - Iter: [7100/11173]	Time 0.025 (0.196)	Data 0.000 (0.167)	Loss 1.0429 (2.7192)	Prec 93.750 (82.892)	LR 0.3
INFO - 02/18/23 03:42:39 - 0:27:02 - Epoch[0] - Iter: [7150/11173]	Time 0.024 (0.196)	Data 0.000 (0.167)	Loss 5.4225 (2.7264)	Prec 87.500 (82.890)	LR 0.3
INFO - 02/18/23 03:42:49 - 0:27:13 - Epoch[0] - Iter: [7200/11173]	Time 0.025 (0.196)	Data 0.000 (0.167)	Loss 1.9309 (2.7233)	Prec 90.625 (82.902)	LR 0.3
INFO - 02/18/23 03:42:59 - 0:27:23 - Epoch[0] - Iter: [7250/11173]	Time 0.025 (0.196)	Data 0.000 (0.167)	Loss 1.7422 (2.7209)	Prec 90.625 (82.901)	LR 0.3
INFO - 02/18/23 03:43:09 - 0:27:32 - Epoch[0] - Iter: [7300/11173]	Time 0.025 (0.196)	Data 0.000 (0.167)	Loss 0.3735 (2.7243)	Prec 93.750 (82.899)	LR 0.3
INFO - 02/18/23 03:43:17 - 0:27:41 - Epoch[0] - Iter: [7350/11173]	Time 0.024 (0.196)	Data 0.000 (0.167)	Loss 3.0567 (2.7184)	Prec 78.125 (82.909)	LR 0.3
INFO - 02/18/23 03:43:27 - 0:27:50 - Epoch[0] - Iter: [7400/11173]	Time 0.025 (0.196)	Data 0.000 (0.167)	Loss 5.4213 (2.7108)	Prec 84.375 (82.934)	LR 0.3
INFO - 02/18/23 03:43:36 - 0:28:00 - Epoch[0] - Iter: [7450/11173]	Time 0.024 (0.196)	Data 0.000 (0.167)	Loss 5.8588 (2.7054)	Prec 75.000 (82.954)	LR 0.3
INFO - 02/18/23 03:43:46 - 0:28:10 - Epoch[0] - Iter: [7500/11173]	Time 0.024 (0.196)	Data 0.000 (0.167)	Loss 1.3547 (2.7008)	Prec 78.125 (82.951)	LR 0.3
INFO - 02/18/23 03:43:56 - 0:28:19 - Epoch[0] - Iter: [7550/11173]	Time 0.025 (0.196)	Data 0.000 (0.167)	Loss 3.8009 (2.7019)	Prec 87.500 (82.945)	LR 0.3
INFO - 02/18/23 03:44:05 - 0:28:29 - Epoch[0] - Iter: [7600/11173]	Time 0.025 (0.196)	Data 0.000 (0.167)	Loss 1.1118 (2.7041)	Prec 87.500 (82.927)	LR 0.3
INFO - 02/18/23 03:44:14 - 0:28:38 - Epoch[0] - Iter: [7650/11173]	Time 0.025 (0.196)	Data 0.000 (0.167)	Loss 0.4684 (2.6976)	Prec 93.750 (82.945)	LR 0.3
INFO - 02/18/23 03:44:25 - 0:28:49 - Epoch[0] - Iter: [7700/11173]	Time 0.025 (0.196)	Data 0.000 (0.167)	Loss 5.8345 (2.6939)	Prec 87.500 (82.947)	LR 0.3
INFO - 02/18/23 03:44:34 - 0:28:58 - Epoch[0] - Iter: [7750/11173]	Time 0.025 (0.196)	Data 0.000 (0.167)	Loss 1.8398 (2.6921)	Prec 93.750 (82.955)	LR 0.3
INFO - 02/18/23 03:44:44 - 0:29:07 - Epoch[0] - Iter: [7800/11173]	Time 0.025 (0.196)	Data 0.000 (0.167)	Loss 0.4662 (2.6937)	Prec 87.500 (82.958)	LR 0.3
INFO - 02/18/23 03:44:53 - 0:29:17 - Epoch[0] - Iter: [7850/11173]	Time 0.048 (0.196)	Data 0.024 (0.167)	Loss 2.1421 (2.6936)	Prec 81.250 (82.964)	LR 0.3
INFO - 02/18/23 03:45:03 - 0:29:26 - Epoch[0] - Iter: [7900/11173]	Time 0.025 (0.196)	Data 0.000 (0.167)	Loss 1.8844 (2.6905)	Prec 81.250 (82.972)	LR 0.3
INFO - 02/18/23 03:45:13 - 0:29:36 - Epoch[0] - Iter: [7950/11173]	Time 0.030 (0.196)	Data 0.000 (0.167)	Loss 2.9777 (2.6876)	Prec 71.875 (82.979)	LR 0.3
INFO - 02/18/23 03:45:22 - 0:29:46 - Epoch[0] - Iter: [8000/11173]	Time 0.025 (0.196)	Data 0.000 (0.167)	Loss 7.4118 (2.6944)	Prec 84.375 (82.973)	LR 0.3
INFO - 02/18/23 03:45:32 - 0:29:56 - Epoch[0] - Iter: [8050/11173]	Time 0.025 (0.196)	Data 0.000 (0.167)	Loss 0.7408 (2.6921)	Prec 84.375 (82.978)	LR 0.3
INFO - 02/18/23 03:45:42 - 0:30:06 - Epoch[0] - Iter: [8100/11173]	Time 0.024 (0.196)	Data 0.000 (0.167)	Loss 2.8694 (2.6961)	Prec 75.000 (82.973)	LR 0.3
INFO - 02/18/23 03:45:51 - 0:30:15 - Epoch[0] - Iter: [8150/11173]	Time 0.025 (0.196)	Data 0.000 (0.167)	Loss 0.0049 (2.6934)	Prec 100.000 (82.983)	LR 0.3
INFO - 02/18/23 03:46:01 - 0:30:25 - Epoch[0] - Iter: [8200/11173]	Time 0.025 (0.196)	Data 0.000 (0.167)	Loss 5.2073 (2.6903)	Prec 81.250 (82.997)	LR 0.3
INFO - 02/18/23 03:46:11 - 0:30:34 - Epoch[0] - Iter: [8250/11173]	Time 0.025 (0.196)	Data 0.000 (0.167)	Loss 2.1371 (2.6852)	Prec 87.500 (83.018)	LR 0.3
INFO - 02/18/23 03:46:20 - 0:30:44 - Epoch[0] - Iter: [8300/11173]	Time 0.025 (0.196)	Data 0.000 (0.167)	Loss 1.4354 (2.6815)	Prec 93.750 (83.029)	LR 0.3
INFO - 02/18/23 03:46:30 - 0:30:53 - Epoch[0] - Iter: [8350/11173]	Time 0.025 (0.196)	Data 0.000 (0.167)	Loss 1.7467 (2.6755)	Prec 90.625 (83.039)	LR 0.3
INFO - 02/18/23 03:46:39 - 0:31:02 - Epoch[0] - Iter: [8400/11173]	Time 0.025 (0.196)	Data 0.000 (0.167)	Loss 5.4337 (2.6772)	Prec 81.250 (83.030)	LR 0.3
INFO - 02/18/23 03:46:47 - 0:31:11 - Epoch[0] - Iter: [8450/11173]	Time 0.025 (0.195)	Data 0.000 (0.167)	Loss 1.3872 (2.6789)	Prec 84.375 (83.033)	LR 0.3
INFO - 02/18/23 03:46:58 - 0:31:21 - Epoch[0] - Iter: [8500/11173]	Time 0.025 (0.195)	Data 0.000 (0.167)	Loss 1.6638 (2.6745)	Prec 87.500 (83.050)	LR 0.3
INFO - 02/18/23 03:47:07 - 0:31:31 - Epoch[0] - Iter: [8550/11173]	Time 0.025 (0.195)	Data 0.000 (0.167)	Loss 2.4992 (2.6864)	Prec 90.625 (83.038)	LR 0.3
INFO - 02/18/23 03:47:17 - 0:31:41 - Epoch[0] - Iter: [8600/11173]	Time 0.025 (0.196)	Data 0.000 (0.167)	Loss 0.0000 (2.6857)	Prec 100.000 (83.048)	LR 0.3
INFO - 02/18/23 03:47:28 - 0:31:51 - Epoch[0] - Iter: [8650/11173]	Time 0.025 (0.196)	Data 0.000 (0.167)	Loss 2.2793 (2.6828)	Prec 87.500 (83.058)	LR 0.3
INFO - 02/18/23 03:47:37 - 0:32:00 - Epoch[0] - Iter: [8700/11173]	Time 0.025 (0.195)	Data 0.000 (0.167)	Loss 4.5219 (2.6805)	Prec 53.125 (83.068)	LR 0.3
INFO - 02/18/23 03:47:46 - 0:32:10 - Epoch[0] - Iter: [8750/11173]	Time 0.025 (0.195)	Data 0.000 (0.167)	Loss 1.4741 (2.6751)	Prec 90.625 (83.081)	LR 0.3
INFO - 02/18/23 03:47:56 - 0:32:19 - Epoch[0] - Iter: [8800/11173]	Time 0.025 (0.195)	Data 0.000 (0.167)	Loss 2.2718 (2.6735)	Prec 90.625 (83.090)	LR 0.3
INFO - 02/18/23 03:48:05 - 0:32:29 - Epoch[0] - Iter: [8850/11173]	Time 0.025 (0.195)	Data 0.000 (0.167)	Loss 1.7703 (2.6707)	Prec 84.375 (83.105)	LR 0.3
INFO - 02/18/23 03:48:15 - 0:32:39 - Epoch[0] - Iter: [8900/11173]	Time 0.025 (0.195)	Data 0.000 (0.167)	Loss 3.0641 (2.6686)	Prec 78.125 (83.107)	LR 0.3
INFO - 02/18/23 03:48:25 - 0:32:48 - Epoch[0] - Iter: [8950/11173]	Time 0.025 (0.195)	Data 0.000 (0.167)	Loss 1.1891 (2.6702)	Prec 90.625 (83.108)	LR 0.3
INFO - 02/18/23 03:48:34 - 0:32:57 - Epoch[0] - Iter: [9000/11173]	Time 0.025 (0.195)	Data 0.000 (0.167)	Loss 4.1964 (2.6749)	Prec 71.875 (83.104)	LR 0.3
INFO - 02/18/23 03:48:44 - 0:33:07 - Epoch[0] - Iter: [9050/11173]	Time 0.025 (0.195)	Data 0.000 (0.167)	Loss 2.9275 (2.6750)	Prec 75.000 (83.109)	LR 0.3
INFO - 02/18/23 03:48:54 - 0:33:17 - Epoch[0] - Iter: [9100/11173]	Time 0.025 (0.195)	Data 0.000 (0.167)	Loss 1.2250 (2.6711)	Prec 90.625 (83.121)	LR 0.3
INFO - 02/18/23 03:49:03 - 0:33:27 - Epoch[0] - Iter: [9150/11173]	Time 0.025 (0.195)	Data 0.000 (0.167)	Loss 1.4424 (2.6650)	Prec 87.500 (83.138)	LR 0.3
INFO - 02/18/23 03:49:13 - 0:33:36 - Epoch[0] - Iter: [9200/11173]	Time 0.025 (0.195)	Data 0.000 (0.167)	Loss 1.3910 (2.6627)	Prec 81.250 (83.139)	LR 0.3
INFO - 02/18/23 03:49:22 - 0:33:46 - Epoch[0] - Iter: [9250/11173]	Time 0.024 (0.195)	Data 0.000 (0.167)	Loss 5.7210 (2.6590)	Prec 81.250 (83.147)	LR 0.3
INFO - 02/18/23 03:49:32 - 0:33:56 - Epoch[0] - Iter: [9300/11173]	Time 0.025 (0.195)	Data 0.000 (0.167)	Loss 4.0305 (2.6570)	Prec 87.500 (83.146)	LR 0.3
INFO - 02/18/23 03:49:42 - 0:34:05 - Epoch[0] - Iter: [9350/11173]	Time 0.025 (0.195)	Data 0.000 (0.167)	Loss 4.4356 (2.6562)	Prec 81.250 (83.149)	LR 0.3
INFO - 02/18/23 03:49:52 - 0:34:15 - Epoch[0] - Iter: [9400/11173]	Time 0.025 (0.195)	Data 0.000 (0.167)	Loss 1.4386 (2.6551)	Prec 84.375 (83.150)	LR 0.3
INFO - 02/18/23 03:50:00 - 0:34:24 - Epoch[0] - Iter: [9450/11173]	Time 0.025 (0.195)	Data 0.000 (0.167)	Loss 1.5338 (2.6513)	Prec 90.625 (83.159)	LR 0.3
INFO - 02/18/23 03:50:10 - 0:34:33 - Epoch[0] - Iter: [9500/11173]	Time 0.024 (0.195)	Data 0.000 (0.167)	Loss 2.8015 (2.6510)	Prec 81.250 (83.156)	LR 0.3
INFO - 02/18/23 03:50:19 - 0:34:43 - Epoch[0] - Iter: [9550/11173]	Time 0.025 (0.195)	Data 0.000 (0.167)	Loss 4.4039 (2.6511)	Prec 87.500 (83.166)	LR 0.3
INFO - 02/18/23 03:50:29 - 0:34:53 - Epoch[0] - Iter: [9600/11173]	Time 0.280 (0.195)	Data 0.256 (0.167)	Loss 1.7238 (2.6489)	Prec 75.000 (83.179)	LR 0.3
INFO - 02/18/23 03:50:39 - 0:35:03 - Epoch[0] - Iter: [9650/11173]	Time 0.025 (0.195)	Data 0.000 (0.167)	Loss 0.5582 (2.6437)	Prec 93.750 (83.192)	LR 0.3
INFO - 02/18/23 03:50:49 - 0:35:13 - Epoch[0] - Iter: [9700/11173]	Time 0.025 (0.195)	Data 0.000 (0.167)	Loss 1.5960 (2.6504)	Prec 78.125 (83.182)	LR 0.3
INFO - 02/18/23 03:50:59 - 0:35:23 - Epoch[0] - Iter: [9750/11173]	Time 0.025 (0.195)	Data 0.000 (0.167)	Loss 0.4796 (2.6473)	Prec 90.625 (83.194)	LR 0.3
INFO - 02/18/23 03:51:09 - 0:35:33 - Epoch[0] - Iter: [9800/11173]	Time 0.025 (0.195)	Data 0.000 (0.167)	Loss 2.3177 (2.6425)	Prec 87.500 (83.205)	LR 0.3
INFO - 02/18/23 03:51:19 - 0:35:43 - Epoch[0] - Iter: [9850/11173]	Time 0.025 (0.195)	Data 0.000 (0.167)	Loss 0.2327 (2.6371)	Prec 90.625 (83.223)	LR 0.3
INFO - 02/18/23 03:51:28 - 0:35:52 - Epoch[0] - Iter: [9900/11173]	Time 0.025 (0.195)	Data 0.000 (0.167)	Loss 2.9321 (2.6381)	Prec 75.000 (83.216)	LR 0.3
INFO - 02/18/23 03:51:38 - 0:36:02 - Epoch[0] - Iter: [9950/11173]	Time 0.025 (0.195)	Data 0.000 (0.167)	Loss 1.0668 (2.6432)	Prec 93.750 (83.218)	LR 0.3
INFO - 02/18/23 03:51:48 - 0:36:12 - Epoch[0] - Iter: [10000/11173]	Time 0.025 (0.195)	Data 0.000 (0.168)	Loss 6.6518 (2.6483)	Prec 84.375 (83.220)	LR 0.3
INFO - 02/18/23 03:51:58 - 0:36:21 - Epoch[0] - Iter: [10050/11173]	Time 0.025 (0.195)	Data 0.000 (0.167)	Loss 4.8067 (2.6519)	Prec 78.125 (83.212)	LR 0.3
INFO - 02/18/23 03:52:07 - 0:36:31 - Epoch[0] - Iter: [10100/11173]	Time 0.025 (0.195)	Data 0.000 (0.168)	Loss 2.4638 (2.6497)	Prec 71.875 (83.219)	LR 0.3
INFO - 02/18/23 03:52:17 - 0:36:40 - Epoch[0] - Iter: [10150/11173]	Time 0.024 (0.195)	Data 0.000 (0.167)	Loss 1.5114 (2.6451)	Prec 84.375 (83.231)	LR 0.3
INFO - 02/18/23 03:52:26 - 0:36:50 - Epoch[0] - Iter: [10200/11173]	Time 0.025 (0.195)	Data 0.000 (0.167)	Loss 2.3233 (2.6444)	Prec 90.625 (83.234)	LR 0.3
INFO - 02/18/23 03:52:36 - 0:37:00 - Epoch[0] - Iter: [10250/11173]	Time 0.025 (0.195)	Data 0.000 (0.167)	Loss 1.9936 (2.6420)	Prec 87.500 (83.249)	LR 0.3
INFO - 02/18/23 03:52:45 - 0:37:09 - Epoch[0] - Iter: [10300/11173]	Time 0.025 (0.195)	Data 0.000 (0.167)	Loss 4.4269 (2.6390)	Prec 84.375 (83.256)	LR 0.3
INFO - 02/18/23 03:52:55 - 0:37:19 - Epoch[0] - Iter: [10350/11173]	Time 0.025 (0.195)	Data 0.000 (0.167)	Loss 7.9689 (2.6466)	Prec 90.625 (83.246)	LR 0.3
INFO - 02/18/23 03:53:05 - 0:37:29 - Epoch[0] - Iter: [10400/11173]	Time 0.500 (0.195)	Data 0.475 (0.168)	Loss 2.3589 (2.6491)	Prec 71.875 (83.246)	LR 0.3
INFO - 02/18/23 03:53:15 - 0:37:38 - Epoch[0] - Iter: [10450/11173]	Time 0.125 (0.195)	Data 0.101 (0.168)	Loss 1.7907 (2.6453)	Prec 84.375 (83.258)	LR 0.3
INFO - 02/18/23 03:53:25 - 0:37:48 - Epoch[0] - Iter: [10500/11173]	Time 0.025 (0.195)	Data 0.000 (0.168)	Loss 0.7329 (2.6426)	Prec 87.500 (83.269)	LR 0.3
INFO - 02/18/23 03:53:35 - 0:37:58 - Epoch[0] - Iter: [10550/11173]	Time 0.307 (0.195)	Data 0.283 (0.168)	Loss 2.6776 (2.6406)	Prec 87.500 (83.271)	LR 0.3
INFO - 02/18/23 03:53:44 - 0:38:08 - Epoch[0] - Iter: [10600/11173]	Time 0.146 (0.195)	Data 0.122 (0.168)	Loss 10.0185 (2.6389)	Prec 78.125 (83.280)	LR 0.3
INFO - 02/18/23 03:53:54 - 0:38:18 - Epoch[0] - Iter: [10650/11173]	Time 0.441 (0.195)	Data 0.416 (0.168)	Loss 1.2201 (2.6433)	Prec 84.375 (83.284)	LR 0.3
INFO - 02/18/23 03:54:04 - 0:38:27 - Epoch[0] - Iter: [10700/11173]	Time 0.542 (0.195)	Data 0.518 (0.168)	Loss 2.3833 (2.6421)	Prec 87.500 (83.292)	LR 0.3
INFO - 02/18/23 03:54:13 - 0:38:37 - Epoch[0] - Iter: [10750/11173]	Time 0.025 (0.195)	Data 0.000 (0.168)	Loss 1.2661 (2.6402)	Prec 87.500 (83.300)	LR 0.3
INFO - 02/18/23 03:54:23 - 0:38:46 - Epoch[0] - Iter: [10800/11173]	Time 0.025 (0.195)	Data 0.000 (0.168)	Loss 2.9559 (2.6351)	Prec 81.250 (83.317)	LR 0.3
INFO - 02/18/23 03:54:33 - 0:38:56 - Epoch[0] - Iter: [10850/11173]	Time 0.025 (0.195)	Data 0.000 (0.168)	Loss 5.1111 (2.6356)	Prec 81.250 (83.321)	LR 0.3
INFO - 02/18/23 03:54:43 - 0:39:06 - Epoch[0] - Iter: [10900/11173]	Time 0.025 (0.195)	Data 0.000 (0.168)	Loss 0.4458 (2.6320)	Prec 87.500 (83.330)	LR 0.3
INFO - 02/18/23 03:54:52 - 0:39:16 - Epoch[0] - Iter: [10950/11173]	Time 0.024 (0.195)	Data 0.000 (0.168)	Loss 1.5279 (2.6267)	Prec 90.625 (83.347)	LR 0.3
INFO - 02/18/23 03:55:02 - 0:39:26 - Epoch[0] - Iter: [11000/11173]	Time 0.025 (0.195)	Data 0.000 (0.168)	Loss 3.6949 (2.6265)	Prec 81.250 (83.350)	LR 0.3
INFO - 02/18/23 03:55:11 - 0:39:35 - Epoch[0] - Iter: [11050/11173]	Time 0.025 (0.195)	Data 0.000 (0.168)	Loss 2.5207 (2.6225)	Prec 78.125 (83.361)	LR 0.3
INFO - 02/18/23 03:55:21 - 0:39:44 - Epoch[0] - Iter: [11100/11173]	Time 0.025 (0.195)	Data 0.000 (0.168)	Loss 1.1654 (2.6177)	Prec 90.625 (83.372)	LR 0.3
INFO - 02/18/23 03:55:30 - 0:39:54 - Epoch[0] - Iter: [11150/11173]	Time 0.025 (0.195)	Data 0.000 (0.168)	Loss 6.3792 (2.6152)	Prec 68.750 (83.383)	LR 0.3
